POSTCODE,PC_NAME,PC_TYPE,PA_NAME,PA_FIPS,CITY_TOWN,COUNTY,AREA_SQMI,zipcodenum,PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,ADONA,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,ZIPCODE
"1463",PEPPERELL,NON UNIQUE,PEPPERELL,"52770","PEPPERELL, TOWN OF",MIDDLESEX,23.43765186,"1463",MA2232000,PEPPERELL DPW WATER DIVISION,S,223200003G,JERSEY STREET GRAVEL PACKED WELL,GW,03G,TREATED: JERSEY STREET,EP,,,2023/09/19 00:00:00,107792P,PFOA,0.004,µg/L,EPA 533,=,0.0098,SE2,AM,"1",MA,,"1463"
"2777",SWANSEA,NON UNIQUE,SWANSEA,"68715","SWANSEA, TOWN OF",BRISTOL,22.98649468,"2777",MA4292000,SWANSEA WATER DISTRICT,L,"8",Hornbine Well 8,GU,"2204",Entry Point from Hornbine Treatment,EP,,,2023/10/30 00:00:00,810-83196-1,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE4,AM,"1",MA,,"2777"
"1886",WESTFORD,NON UNIQUE,WESTFORD,"76100","WESTFORD, TOWN OF",MIDDLESEX,31.42984805,"1886",MA3330000,WESTFORD WATER DEPARTMENT,L,"27",Forge Village WTP,GU,"19405",Entry Point to Dist. System,EP,,,2023/10/10 00:00:00,810-81221-1,PFOA,0.004,µg/L,EPA 533,=,0.0045,SE4,AM,"1",MA,,"1886"
"1420",FITCHBURG,NON UNIQUE,FITCHBURG,"23875",FITCHBURG,WORCESTER,31.10616995,"1420",MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",L,"90001",Regional Filtration Plant,SW,MULT4,Entry Point to Dist. System,EP,,,2024/03/06 00:00:00,M4B0860-01,PFOA,0.004,µg/L,EPA 533,=,0.0049,SE1,AM,"1",MA,,"1420"
"2324",BRIDGEWATER,NON UNIQUE,BRIDGEWATER,"08050","BRIDGEWATER, TOWN OF",PLYMOUTH,28.40630877,"2324",MA4042000,BRIDGEWATER WATER DEPARTMENT,L,"10080",High Street Treatment Plant,GW,"10080",Entry Point to Dist. System,EP,,,2023/12/13 00:00:00,L2373633-01,PFOA,0.004,µg/L,EPA 533,=,0.005,SE2,AM,"1",MA,,"2324"
"2766",NORTON,NON UNIQUE,NORTON,"49935","NORTON, TOWN OF",BRISTOL,29.65786219,"2766",MA4218000,NORTON WATER DEPARTMENT,L,"3",GP Well #3,GW,"2018",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,810-93158-1,PFOA,0.004,µg/L,EPA 533,=,0.0088,SE2,AM,"1",MA,,"2766"
"1462",LUNENBURG,NON UNIQUE,LUNENBURG,"37385","LUNENBURG, TOWN OF",WORCESTER,27.82378246,"1462",MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",L,"90001",Regional Filtration Plant,SW,MULT4,Entry Point to Dist. System,EP,,,2024/03/06 00:00:00,M4B0860-01,PFOA,0.004,µg/L,EPA 533,=,0.0049,SE1,AM,"1",MA,,"1462"
"2332",DUXBURY,NON UNIQUE,DUXBURY,"17860","DUXBURY, TOWN OF",PLYMOUTH,23.58936801,"2332",MA4018000,TOWN OF AVON,S,401800002T,PORTER WELL,GW,"10005",PORTER WELL,EP,,,2023/11/08 00:00:00,109539P,PFOA,0.004,µg/L,EPA 533,=,0.0051,SE2,AM,"1",MA,,"2332"
"1776",SUDBURY,NON UNIQUE,SUDBURY,"68225","SUDBURY, TOWN OF",MIDDLESEX,24.72143642,"1776",MA2174000,"MAYNARD DPW, WATER DIVISION",L,"10001",Old Marlboro Road WTP,GW,EP01,Entry Point to Dist. System,EP,,,2023/12/04 00:00:00,M3K0554-01,PFOA,0.004,µg/L,EPA 533,=,0.0071,SE1,AM,"1",MA,,"1776"
"1852",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,4.98826343,"1852",MA3160000,LOWELL REGIONAL WATER UTILITY,L,"5",Lowell WTP,SW,"1414",Entry Point to Dist. System,EP,,,2023/09/18 00:00:00,810-78194-1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE3,AM,"1",MA,,"1852"
"2021",CANTON,NON UNIQUE,CANTON,"11350","CANTON, TOWN OF",NORFOLK,19.02226963,"2021",MA4050000,CANTON WATER DEPT,L,"10015",Pecunit St. TP,GW,EP002,Entry Point to Dist. System,EP,,,2024/01/08 00:00:00,35852662003SE1,PFOA,0.004,µg/L,EPA 533,=,0.0045,SE1,AM,"1",MA,,"2021"
"1754",MAYNARD,NON UNIQUE,MAYNARD,"39660","MAYNARD, TOWN OF",MIDDLESEX,5.3755576,"1754",MA2174000,"MAYNARD DPW, WATER DIVISION",L,"10001",Old Marlboro Road WTP,GW,EP01,Entry Point to Dist. System,EP,,,2023/12/04 00:00:00,M3K0554-01,PFOA,0.004,µg/L,EPA 533,=,0.0071,SE1,AM,"1",MA,,"1754"
"1905",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,4.86558319,"1905",MA3163000,LYNN WATER AND SEWER COMM,L,"7",Raymond Reardon WTP,SW,"11951",Entry Point to Dist. System,EP,,,2023/11/01 00:00:00,810-83569-1,PFOA,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1905"
"2630",BARNSTABLE,NON UNIQUE,BARNSTABLE,"03600",BARNSTABLE,BARNSTABLE,4.29315241,"2630",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000002G,GP WELL # 2,GW,"10008",WELL #2 AND WELL #5,EP,,,2023/02/07 00:00:00,101003P,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE1,AM,"1",MA,,"2630"
"1824",CHELMSFORD,NON UNIQUE,CHELMSFORD,"13100","CHELMSFORD, TOWN OF",MIDDLESEX,18.1405142,"1824",MA3056000,CHELMSFORD WATER DISTRICT,L,"9",Riverneck WTP,GW,"1305",Entry Point to Dist. System,EP,,,2023/12/27 00:00:00,810-89127-1,PFOA,0.004,µg/L,EPA 533,=,0.0077,SE1,AM,"1",MA,,"1824"
"1775",STOW,NON UNIQUE,STOW,"68015","STOW, TOWN OF",MIDDLESEX,17.99819497,"1775",MA2002000,ACTON WATER SUPPLY DISTRICT,L,"30",North Acton WTP,GU,"19252",Entry Point to Dist. System,EP,,,2024/01/05 00:00:00,810-89969-1,PFOA,0.004,µg/L,EPA 533,=,0.0096,SE4,AM,"1",MA,,"1775"
"2081",WALPOLE,NON UNIQUE,WALPOLE,"72460","WALPOLE, TOWN OF",NORFOLK,17.88059135,"2081",MA4307000,WALPOLE WATER DEPT,L,"58",Edward J. Delaney WTP,GW,"10355",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,L2406618-01,PFOA,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"2081"
"1969",ROWLEY,NON UNIQUE,ROWLEY,"58370","ROWLEY, TOWN OF",ESSEX,17.76656333,"1969",MA3254000,ROWLEY WATER DEPARTMENT,S,325400002G,HAVERHILL ST. GP WELL 2,GW,"10002",HAVERHILL ST. GP WELL # 2,EP,,,2023/07/10 00:00:00,105843P,PFOA,0.004,µg/L,EPA 533,=,0.0071,SE2,AM,"1",MA,,"1969"
"2066",SCITUATE,NON UNIQUE,SCITUATE,"60295","SCITUATE, TOWN OF",PLYMOUTH,16.79866201,"2066",MA4264000,SCITUATE WATER DIVISION,L,"23",Treatment Plant,SW,"2159",Entry Point to Dist. System,EP,,,2023/11/16 00:00:00,810-85505-1,PFOA,0.004,µg/L,EPA 533,=,0.0053,SE4,AM,"1",MA,,"2066"
"1778",WAYLAND,NON UNIQUE,WAYLAND,"73755","WAYLAND, TOWN OF",MIDDLESEX,15.89426224,"1778",MA3315000,WAYLAND WATER DEPARTMENT,L,"18",Chamberlain GP Well,GW,"10008",Entry Point to Dist. System,EP,,,2023/10/18 00:00:00,L2362102-01,PFOA,0.004,µg/L,EPA 533,=,0.008,SE2,AM,"1",MA,,"1778"
"1879",TYNGSBORO,NON UNIQUE,TYNGSBORO,"70955","TYNGSBOROUGH, TOWN OF",MIDDLESEX,17.63680648,"1879",MA3301000,TYNGSBOROUGH WATER DISTRICT,S,330100002P,LOWELL REGIONAL WATER UTILITY PWS,SW,02P,PAWTUCKET BLVD P.S. (LOWELL METER),EP,,,2023/08/07 00:00:00,106668P,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE3,AM,"1",MA,,"1879"
"1527",MILLBURY,NON UNIQUE,MILLBURY,"41305","MILLBURY, TOWN OF",WORCESTER,16.44778635,"1527",MA2186000,"AQUARION WATER COMPANY, MILLBURY",S,218600001G,MILLBURY AVE DUG WELL (24 WIDE),GU,01G,TREATED: MILLBURY AVENUE WELL,EP,,,2023/09/26 00:00:00,107789P,PFOA,0.004,µg/L,EPA 533,=,0.0065,SE3,AM,"1",MA,,"1527"
"1522",JEFFERSON,NON UNIQUE,JEFFERSON,"32590","HOLDEN, TOWN OF",WORCESTER,15.86943088,"1522",MA2134000,"HOLDEN WATER DIVISION, DPW",L,"1",Spring Street Well,GW,"19984",Entry Point to Dist. System,EP,,,2023/09/12 00:00:00,810-77463-1,PFOA,0.004,µg/L,EPA 533,=,0.0041,SE2,AM,"1",MA,,"1522"
"2338",HALIFAX,NON UNIQUE,HALIFAX,"27760","HALIFAX, TOWN OF",PLYMOUTH,17.42146964,"2338",MA4118000,HALIFAX WATER DEPARTMENT,S,411800002G,Well #2 Richmond Park,GW,"10001",Well #2 Richmond Park,EP,,,2024/01/10 00:00:00,111972P,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE1,AM,"1",MA,,"2338"
"2668",WEST BARNSTABLE,NON UNIQUE,WEST BARNSTABLE,"74805",BARNSTABLE,BARNSTABLE,16.91601285,"2668",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000002G,GP WELL # 2,GW,"10008",WELL #2 AND WELL #5,EP,,,2023/02/07 00:00:00,101003P,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE1,AM,"1",MA,,"2668"
"2339",HANOVER,NON UNIQUE,HANOVER,"28250","HANOVER, TOWN OF",PLYMOUTH,15.61457403,"2339",MA4122000,"HANOVER WATER DEPT, MA",L,"45000",Broadway TP,GW,"40000",Entry Point to Dist. System,EP,,,2023/08/22 00:00:00,810-74993-1,PFOA,0.004,µg/L,EPA 533,=,0.0052,SE1,AM,"1",MA,,"2339"
"2356",NORTH EASTON,NON UNIQUE,NORTH EASTON,"47625","EASTON, TOWN OF",BRISTOL,14.25556434,"2356",MA4088000,EASTON WATER DIV,L,"90002",Well #1,GW,"90002",Entry Point to Dist. System,EP,,,2023/07/12 00:00:00,810-69492-1,PFOA,0.004,µg/L,EPA 533,=,0.0077,SE2,AM,"1",MA,,"2356"
"1982",SOUTH HAMILTON,NON UNIQUE,SOUTH HAMILTON,"64215","HAMILTON, TOWN OF",ESSEX,14.81697173,"1982",MA3119000,HAMILTON WATER DEPT,S,311900002G,SCHOOL G.P. WELL,GW,"10003",SCHOOL G.P. WELL,EP,,,2023/10/02 00:00:00,108776P,PFOA,0.004,µg/L,EPA 533,=,0.0111,SE2,AM,"1",MA,,"1982"
"2375",SOUTH EASTON,NON UNIQUE,SOUTH EASTON,"63725","EASTON, TOWN OF",BRISTOL,14.81273801,"2375",MA4088000,EASTON WATER DIV,L,"90002",Well #1,GW,"90002",Entry Point to Dist. System,EP,,,2023/07/12 00:00:00,810-69492-1,PFOA,0.004,µg/L,EPA 533,=,0.0077,SE2,AM,"1",MA,,"2375"
"1570",WEBSTER,NON UNIQUE,WEBSTER,"73930","WEBSTER, TOWN OF",WORCESTER,14.5042978,"1570",MA2316000,WEBSTER WATER DEPARTMENT,L,"11",Bigelow Road TP Station 3,GW,03G,Entry Point to Dist. System,EP,,,2023/11/29 00:00:00,M3K1851-01,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE2,AM,"1",MA,,"1570"
"2184",BRAINTREE,NON UNIQUE,BRAINTREE,"07700","BRAINTREE, TOWN OF",NORFOLK,14.42976096,"2184",MA4040000,BRAINTREE WATER AND SEWER DEPT.,L,"10182",Great Pond Treatment Plant,SW,"10182",Finished Water,EP,,,2023/06/26 00:00:00,Q2324399001,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2184"
"2054",MILLIS,NON UNIQUE,MILLIS,"41480","MILLIS, TOWN OF",NORFOLK,11.97150548,"2054",MA2187000,MILLIS WATER DEPT,S,218700003G,WELL 3,GW,03G,FINISHED: WELL #3 VILLAGE ST. WTF,EP,,,2023/11/07 00:00:00,109530P,PFOA,0.004,µg/L,EPA 533,=,0.0065,SE2,AM,"1",MA,,"2054"
"2762",PLAINVILLE,NON UNIQUE,PLAINVILLE,"54065","PLAINVILLE, TOWN OF",NORFOLK,11.53309661,"2762",MA4238000,PLAINVILLE WATER DEPARTMENT,S,10125G,"WELL 1, 1A,2, 2A, 5",GU,"10005","MULTIPLE WELLS#1,#2,#5",EP,,,2023/11/08 00:00:00,109541P,PFOA,0.004,µg/L,EPA 533,=,0.0043,SE4,AM,"1",MA,,"2762"
"2368",RANDOLPH,NON UNIQUE,RANDOLPH,"55990","RANDOLPH, TOWN OF",NORFOLK,10.91509072,"2368",MA4244000,RANDOLPH WATER DEPARTMENT,L,"2",RANDOLPH/HOLBROOK WTP,SW,EP001,EP001/EPTDS from Randolph/Holbrook WTP,EP,,,2024/01/16 00:00:00,810-91511-1,PFOA,0.004,µg/L,EPA 533,=,0.0061,SE4,AM,"1",MA,,"2368"
"2492",NEEDHAM,NON UNIQUE,NEEDHAM,"44140","NEEDHAM, TOWN OF",NORFOLK,9.17900439,"2492",MA3199000,NEEDHAM WATER DEPT,L,"3",Charles River WTP,GW,"10030",Entry Point to Dist. System,EP,,,2024/01/17 00:00:00,35854670003SE1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE1,AM,"1",MA,,"2492"
"1719",BOXBOROUGH,NON UNIQUE,BOXBOROUGH,"07350","BOXBOROUGH, TOWN OF",MIDDLESEX,10.61615492,"1719",MA2002000,ACTON WATER SUPPLY DISTRICT,L,"30",North Acton WTP,GU,"19252",Entry Point to Dist. System,EP,,,2024/01/05 00:00:00,810-89969-1,PFOA,0.004,µg/L,EPA 533,=,0.0096,SE4,AM,"1",MA,,"1719"
"1940",LYNNFIELD,NON UNIQUE,LYNNFIELD,"37595","LYNNFIELD, TOWN OF",ESSEX,10.43136675,"1940",MA3164000,LYNNFIELD CENTER WATER DISTRICT,S,316400005G,GLEN DRIVE WELL 1,GW,"10275",STA. #4 (GLEN DRIVE WELLS 5G-8G),EP,,,2023/11/07 00:00:00,109535P,PFOA,0.004,µg/L,EPA 533,=,0.0061,SE2,AM,"1",MA,,"1940"
"2675",YARMOUTH PORT,NON UNIQUE,YARMOUTH PORT,"82595","YARMOUTH, TOWN OF",BARNSTABLE,8.78231514,"2675",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000002G,GP WELL # 2,GW,"10008",WELL #2 AND WELL #5,EP,,,2023/02/07 00:00:00,101003P,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE1,AM,"1",MA,,"2675"
"1860",MERRIMAC,NON UNIQUE,MERRIMAC,"40395","MERRIMAC, TOWN OF",ESSEX,8.7044458,"1860",MA3180000,MERRIMAC WATER DEPARTMENT,S,318000002G,BEAR HILL WELLS (SARGENT'S PIT),GW,"10543",BEAR HILL WELLS (SARGENT'S PIT),EP,,,2024/01/17 00:00:00,111958P,PFOA,0.004,µg/L,EPA 533,=,0.0069,SE1,AM,"1",MA,,"1860"
"2632",CENTERVILLE,NON UNIQUE,CENTERVILLE,"12085",BARNSTABLE,BARNSTABLE,8.39696372,"2632",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000002G,GP WELL # 2,GW,"10008",WELL #2 AND WELL #5,EP,,,2023/02/07 00:00:00,101003P,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE1,AM,"1",MA,,"2632"
"1904",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,4.22888343,"1904",MA3163000,LYNN WATER AND SEWER COMM,L,"7",Raymond Reardon WTP,SW,"11951",Entry Point to Dist. System,EP,,,2023/11/01 00:00:00,810-83569-1,PFOA,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1904"
"1851",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,3.35726061,"1851",MA3160000,LOWELL REGIONAL WATER UTILITY,L,"5",Lowell WTP,SW,"1414",Entry Point to Dist. System,EP,,,2023/09/18 00:00:00,810-78194-1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE3,AM,"1",MA,,"1851"
"1854",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,3.97910135,"1854",MA3160000,LOWELL REGIONAL WATER UTILITY,L,"5",Lowell WTP,SW,"1414",Entry Point to Dist. System,EP,,,2023/09/18 00:00:00,810-78194-1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE3,AM,"1",MA,,"1854"
"1247",NORTH ADAMS,NON UNIQUE,NORTH ADAMS,"46225","MONROE, TOWN OF",FRANKLIN,8.12432666,"1247",MA1209000,NORTH ADAMS WATER DEPT,L,"10046",North Adams WTF,SW,EP1,351 pattison rd (clearwell),EP,,,2023/05/18 00:00:00,M3D0632-01,PFOA,0.004,µg/L,EPA 533,=,0.0059,SE1,AM,"1",MA,,"1247"
"2138",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,3.02587488,"2138",MA3049000,CAMBRIDGE WATER DEPARTMENT,L,"950",Walter J Sullivan WTP,SW,"950",Entry Point to Dist. System,EP,,,2023/12/05 00:00:00,M3K0309-01,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2138"
"2494",NEEDHAM HEIGHTS,NON UNIQUE,NEEDHAM HEIGHTS,"44175","NEEDHAM, TOWN OF",NORFOLK,3.01547389,"2494",MA3199000,NEEDHAM WATER DEPT,L,"3",Charles River WTP,GW,"10030",Entry Point to Dist. System,EP,,,2024/01/17 00:00:00,35854670003SE1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE1,AM,"1",MA,,"2494"
"2032",EAST WALPOLE,NON UNIQUE,EAST WALPOLE,"20730","WALPOLE, TOWN OF",NORFOLK,2.25608698,"2032",MA4307000,WALPOLE WATER DEPT,L,"58",Edward J. Delaney WTP,GW,"10355",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,L2406618-01,PFOA,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"2032"
"2141",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,0.65065276,"2141",MA3049000,CAMBRIDGE WATER DEPARTMENT,L,"950",Walter J Sullivan WTP,SW,"950",Entry Point to Dist. System,EP,,,2023/12/05 00:00:00,M3K0309-01,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2141"
"1902",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,2.39287545,"1902",MA3163000,LYNN WATER AND SEWER COMM,L,"7",Raymond Reardon WTP,SW,"11951",Entry Point to Dist. System,EP,,,2023/11/01 00:00:00,810-83569-1,PFOA,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1902"
"1607",WORCESTER,NON UNIQUE,WORCESTER,"82000",WORCESTER,WORCESTER,2.56402386,"1607",MA2186000,"AQUARION WATER COMPANY, MILLBURY",S,218600001G,MILLBURY AVE DUG WELL (24 WIDE),GU,01G,TREATED: MILLBURY AVENUE WELL,EP,,,2023/09/26 00:00:00,107789P,PFOA,0.004,µg/L,EPA 533,=,0.0065,SE3,AM,"1",MA,,"1607"
"1718",ACTON,NON UNIQUE,ACTON,"00345","ACTON, TOWN OF",MIDDLESEX,0.08209838,"1718",MA2002000,ACTON WATER SUPPLY DISTRICT,L,"30",North Acton WTP,GU,"19252",Entry Point to Dist. System,EP,,,2024/01/05 00:00:00,810-89969-1,PFOA,0.004,µg/L,EPA 533,=,0.0096,SE4,AM,"1",MA,,"1718"
"2140",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,1.15594951,"2140",MA3049000,CAMBRIDGE WATER DEPARTMENT,L,"950",Walter J Sullivan WTP,SW,"950",Entry Point to Dist. System,EP,,,2023/12/05 00:00:00,M3K0309-01,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2140"
"2139",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,1.53884743,"2139",MA3049000,CAMBRIDGE WATER DEPARTMENT,L,"950",Walter J Sullivan WTP,SW,"950",Entry Point to Dist. System,EP,,,2023/12/05 00:00:00,M3K0309-01,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2139"
"2071",SOUTH WALPOLE,NON UNIQUE,SOUTH WALPOLE,"65545","WALPOLE, TOWN OF",NORFOLK,0.96857856,"2071",MA4307000,WALPOLE WATER DEPT,L,"58",Edward J. Delaney WTP,GW,"10355",Entry Point to Dist. System,EP,,,2024/02/07 00:00:00,L2406618-01,PFOA,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"2071"
"2637",CUMMAQUID,PO BOX,CUMMAQUID,"15970",BARNSTABLE,BARNSTABLE,0.68515272,"2637",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000002G,GP WELL # 2,GW,"10008",WELL #2 AND WELL #5,EP,,,2023/02/07 00:00:00,101003P,PFOA,0.004,µg/L,EPA 533,=,0.0044,SE1,AM,"1",MA,,"2637"
"1850",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,1.37072858,"1850",MA3160000,LOWELL REGIONAL WATER UTILITY,L,"5",Lowell WTP,SW,"1414",Entry Point to Dist. System,EP,,,2023/09/18 00:00:00,810-78194-1,PFOA,0.004,µg/L,EPA 533,=,0.0046,SE3,AM,"1",MA,,"1850"
"2142",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,0.31911045,"2142",MA3049000,CAMBRIDGE WATER DEPARTMENT,L,"950",Walter J Sullivan WTP,SW,"950",Entry Point to Dist. System,EP,,,2023/12/05 00:00:00,M3K0309-01,PFOA,0.004,µg/L,EPA 533,=,0.0048,SE2,AM,"1",MA,,"2142"
"1901",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,0.28586272,"1901",MA3163000,LYNN WATER AND SEWER COMM,L,"7",Raymond Reardon WTP,SW,"11951",Entry Point to Dist. System,EP,,,2023/11/01 00:00:00,810-83569-1,PFOA,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1901"
